id,lat,lon,CH4
252,70.13288333,-143.6623367,3
253,70.13286667,-143.6622967,3.2
254,70.13286667,-143.6622967,3
255,70.13286667,-143.6622967,2
256,70.13286667,-143.6622967,2.4
257,70.13285,-143.6622567,2
258,70.13285,-143.6622567,2.4
259,70.13285,-143.6622567,1.8
260,70.13285,-143.6622567,2.2
261,70.13285,-143.6622567,2.6
262,70.13285,-143.6622567,3
263,70.13283167,-143.6622142,2.2
264,70.13283167,-143.6622142,1.6
265,70.13283167,-143.6622142,1.6
266,70.13283167,-143.6622142,3.2
267,70.13281333,-143.6621717,4
268,70.13281333,-143.6621717,3.8
269,70.13281333,-143.6621717,3.2
270,70.13281333,-143.6621717,2.8
271,70.13281333,-143.6621717,2
272,70.13281333,-143.6621717,1.4
273,70.13279583,-143.6621317,1.4
274,70.13279583,-143.6621317,1.8
275,70.13279583,-143.6621317,1.4
276,70.13279583,-143.6621317,1.2
277,70.13277833,-143.6620917,1.6
278,70.13277833,-143.6620917,2.4
279,70.13277833,-143.6620917,3.2
280,70.13277833,-143.6620917,3.2
281,70.13277833,-143.6620917,3.2
282,70.13277833,-143.6620917,2.8
283,70.1327625,-143.6620533,2.4
284,70.1327625,-143.6620533,2
285,70.1327625,-143.6620533,1.6
286,70.1327625,-143.6620533,2
287,70.13274667,-143.662015,2.2
288,70.13274667,-143.662015,2.4
289,70.13274667,-143.662015,2.4
290,70.13274667,-143.662015,2.8
291,70.13274667,-143.662015,3.4
292,70.13274667,-143.662015,3.8
293,70.1327325,-143.6619733,3.4
294,70.1327325,-143.6619733,2.8
295,70.1327325,-143.6619733,1.8
296,70.1327325,-143.6619733,1.2
297,70.13271833,-143.6619317,1
298,70.13271833,-143.6619317,0.8
299,70.13271833,-143.6619317,0.8
300,70.13271833,-143.6619317,0.4
301,70.13271833,-143.6619317,0.6
302,70.13271833,-143.6619317,1.4
303,70.13270333,-143.6618933,2
304,70.13270333,-143.6618933,1.6
305,70.13270333,-143.6618933,0.4
306,70.13270333,-143.6618933,1.4
307,70.13268833,-143.661855,2.2
308,70.13268833,-143.661855,2.8
309,70.13268833,-143.661855,2.2
310,70.13268833,-143.661855,2.2
311,70.13268833,-143.661855,3.4
312,70.13268833,-143.661855,3.2
313,70.13267333,-143.6618158,3
314,70.13267333,-143.6618158,1.6
315,70.13267333,-143.6618158,0.8
316,70.13267333,-143.6618158,1.6
317,70.13265833,-143.6617767,2
318,70.13265833,-143.6617767,2.8
319,70.13265833,-143.6617767,2.2
320,70.13265833,-143.6617767,2
321,70.13265833,-143.6617767,1
322,70.13265833,-143.6617767,0.2
323,70.13264583,-143.6617292,0.8
324,70.13264583,-143.6617292,0.2
325,70.13264583,-143.6617292,1.4
326,70.13264583,-143.6617292,2.4
327,70.13263333,-143.6616817,1.8
328,70.13263333,-143.6616817,1.4
329,70.13263333,-143.6616817,1.4
330,70.13263333,-143.6616817,1.6
331,70.13263333,-143.6616817,1.8
332,70.13263333,-143.6616817,2.2
333,70.1326175,-143.6616383,1.8
334,70.1326175,-143.6616383,0.8
335,70.1326175,-143.6616383,1
336,70.1326175,-143.6616383,1.4
337,70.13260167,-143.661595,2.2
338,70.13260167,-143.661595,2
339,70.13260167,-143.661595,2.2
340,70.13260167,-143.661595,2
341,70.13260167,-143.661595,2
342,70.13260167,-143.661595,1.2
343,70.13258583,-143.6615483,1
344,70.13258583,-143.6615483,1
345,70.13258583,-143.6615483,1.4
346,70.13258583,-143.6615483,2
347,70.13257,-143.6615017,2.4
348,70.13257,-143.6615017,2.4
349,70.13257,-143.6615017,2.4
350,70.13257,-143.6615017,2.2
351,70.13257,-143.6615017,2.4
352,70.13257,-143.6615017,2.2
353,70.13255333,-143.661455,2.4
354,70.13255333,-143.661455,2.6
355,70.13255333,-143.661455,3
356,70.13255333,-143.661455,3
357,70.13253667,-143.6614083,2.8
358,70.13253667,-143.6614083,6.4
359,70.13253667,-143.6614083,1
360,70.13253667,-143.6614083,0.6
361,70.13253667,-143.6614083,1.4
362,70.13253667,-143.6614083,2
363,70.13251833,-143.6613617,2
364,70.13251833,-143.6613617,1.2
365,70.13251833,-143.6613617,1.2
366,70.13251833,-143.6613617,1.6
367,70.1325,-143.661315,2
368,70.1325,-143.661315,2.6
369,70.1325,-143.661315,2.8
370,70.1325,-143.661315,2.8
371,70.1325,-143.661315,1.4
372,70.1325,-143.661315,1
373,70.13248333,-143.661275,0.6
374,70.13248333,-143.661275,1.4
375,70.13248333,-143.661275,1.6
376,70.13248333,-143.661275,1.8
377,70.13246667,-143.661235,1.8
378,70.13246667,-143.661235,2.4
379,70.13246667,-143.661235,2.8
380,70.13246667,-143.661235,3.2
381,70.13246667,-143.661235,3.4
382,70.13246667,-143.661235,2.6
383,70.132455,-143.6612075,1.8
384,70.132455,-143.6612075,0.8
385,70.132455,-143.6612075,2
386,70.132455,-143.6612075,2
387,70.13244333,-143.66118,1.8
388,70.13244333,-143.66118,0.4
389,70.13244333,-143.66118,0.4
390,70.13244333,-143.66118,0
391,70.13244333,-143.66118,1
392,70.13244333,-143.66118,2
393,70.132445,-143.6611483,2
394,70.132445,-143.6611483,1.8
395,70.132445,-143.6611483,2.4
396,70.132445,-143.6611483,2.8
397,70.13244667,-143.6611167,2.8
398,70.13244667,-143.6611167,2.2
399,70.13244667,-143.6611167,1.8
400,70.13244667,-143.6611167,0.8
401,70.13244667,-143.6611167,0.8
402,70.13244667,-143.6611167,1.4
403,70.1324575,-143.6611258,2.6
404,70.1324575,-143.6611258,2.8
405,70.1324575,-143.6611258,2.8
406,70.1324575,-143.6611258,3.2
407,70.13246833,-143.661135,3.2
408,70.13246833,-143.661135,2.4
409,70.13246833,-143.661135,1.6
410,70.13246833,-143.661135,1.4
411,70.13246833,-143.661135,1.8
412,70.13246833,-143.661135,1.6
413,70.13248583,-143.66112,2
414,70.13248583,-143.66112,2.2
415,70.13248583,-143.66112,2.8
416,70.13248583,-143.66112,2.8
417,70.13250333,-143.661105,2.2
418,70.13250333,-143.661105,1.6
419,70.13250333,-143.661105,0.2
420,70.13250333,-143.661105,0
421,70.13250333,-143.661105,0.8
422,70.13250333,-143.661105,0
423,70.13252167,-143.6610942,0.4
424,70.13252167,-143.6610942,1
425,70.13252167,-143.6610942,1
426,70.13252167,-143.6610942,0.8
427,70.13254,-143.6610833,0.6
428,70.13254,-143.6610833,1.4
429,70.13254,-143.6610833,1.8
430,70.13254,-143.6610833,2.6
431,70.13254,-143.6610833,2.6
432,70.13254,-143.6610833,2.8
433,70.13256333,-143.6610858,2.4
434,70.13256333,-143.6610858,0.6
435,70.13256333,-143.6610858,1.6
436,70.13256333,-143.6610858,1.8
437,70.13258667,-143.6610883,0.4
438,70.13258667,-143.6610883,1.4
439,70.13258667,-143.6610883,1.2
440,70.13258667,-143.6610883,1.8
441,70.13258667,-143.6610883,2.6
442,70.13258667,-143.6610883,2.8
443,70.13260333,-143.6610767,2.4
444,70.13260333,-143.6610767,1.4
445,70.13260333,-143.6610767,1.2
446,70.13260333,-143.6610767,0.4
447,70.13262,-143.661065,0.2
448,70.13262,-143.661065,0
449,70.13262,-143.661065,0.6
450,70.13262,-143.661065,1.4
451,70.13262,-143.661065,1.6
452,70.13262,-143.661065,1.4
453,70.1326325,-143.6610533,1.4
454,70.1326325,-143.6610533,1
455,70.1326325,-143.6610533,1
456,70.1326325,-143.6610533,0.6
457,70.132645,-143.6610417,0.4
458,70.132645,-143.6610417,1
459,70.132645,-143.6610417,1.2
460,70.132645,-143.6610417,2
461,70.132645,-143.6610417,1.8
462,70.132645,-143.6610417,1.8
463,70.13265167,-143.6610625,1.2
464,70.13265167,-143.6610625,0.8
465,70.13265167,-143.6610625,0.6
466,70.13265167,-143.6610625,1.6
467,70.13265833,-143.6610833,2.8
468,70.13265833,-143.6610833,3.4
469,70.13265833,-143.6610833,3.4
470,70.13265833,-143.6610833,2.2
471,70.13265833,-143.6610833,1.6
472,70.13265833,-143.6610833,1.8
473,70.1326375,-143.6611367,2.6
474,70.1326375,-143.6611367,3.8
475,70.1326375,-143.6611367,6
476,70.1326375,-143.6611367,5.4
477,70.13261667,-143.66119,4.6
478,70.13261667,-143.66119,0.2
479,70.13261667,-143.66119,0.8
480,70.13261667,-143.66119,0.4
481,70.13261667,-143.66119,2.6
482,70.13261667,-143.66119,3.8
483,70.13260167,-143.6612192,3.8
484,70.13260167,-143.6612192,4.4
485,70.13260167,-143.6612192,3.8
486,70.13260167,-143.6612192,2.6
487,70.13258667,-143.6612483,1.8
488,70.13258667,-143.6612483,2.4
489,70.13258667,-143.6612483,2.4
490,70.13258667,-143.6612483,3.2
491,70.13258667,-143.6612483,2.8
492,70.13258667,-143.6612483,2.4
493,70.13256917,-143.6612775,2
494,70.13256917,-143.6612775,1.4
495,70.13256917,-143.6612775,1.4
496,70.13256917,-143.6612775,1.2
497,70.13255167,-143.6613067,1.8
498,70.13255167,-143.6613067,2.6
499,70.13255167,-143.6613067,2.2
500,70.13255167,-143.6613067,1.8
501,70.13255167,-143.6613067,1.4
502,70.13255167,-143.6613067,1.8
503,70.132535,-143.6613333,1.8
504,70.132535,-143.6613333,1.4
505,70.132535,-143.6613333,1.4
506,70.132535,-143.6613333,1
507,70.13251833,-143.66136,1.2
508,70.13251833,-143.66136,0.6
509,70.13251833,-143.66136,1.4
510,70.13251833,-143.66136,1.4
511,70.13251833,-143.66136,2.6
512,70.13251833,-143.66136,3
513,70.13249833,-143.6613883,3
514,70.13249833,-143.6613883,2
515,70.13249833,-143.6613883,1
516,70.13249833,-143.6613883,0.6
517,70.13247833,-143.6614167,0.4
518,70.13247833,-143.6614167,0.6
519,70.13247833,-143.6614167,1.2
520,70.13247833,-143.6614167,2.2
521,70.13247833,-143.6614167,2.2
522,70.13247833,-143.6614167,2
523,70.132465,-143.6614308,1.6
524,70.132465,-143.6614308,2
525,70.132465,-143.6614308,2.2
526,70.132465,-143.6614308,2.8
527,70.13245167,-143.661445,2.6
528,70.13245167,-143.661445,2
529,70.13245167,-143.661445,1.2
530,70.13245167,-143.661445,1
531,70.13245167,-143.661445,1
532,70.13245167,-143.661445,1.4
533,70.13244917,-143.6614583,2.4
534,70.13244917,-143.6614583,3
535,70.13244917,-143.6614583,4
536,70.13244917,-143.6614583,4.4
537,70.13244667,-143.6614717,5.2
538,70.13244667,-143.6614717,4.4
539,70.13244667,-143.6614717,4.2
540,70.13244667,-143.6614717,3.4
541,70.13244667,-143.6614717,2.6
542,70.13244667,-143.6614717,1.6
543,70.13245167,-143.6614742,1.4
544,70.13245167,-143.6614742,1.6
545,70.13245167,-143.6614742,1.8
546,70.13245167,-143.6614742,1.6
547,70.13245667,-143.6614767,1.4
548,70.13245667,-143.6614767,1.4
549,70.13245667,-143.6614767,1.4
550,70.13245667,-143.6614767,1.6
551,70.13245667,-143.6614767,1.8
552,70.13245667,-143.6614767,1.8
553,70.132475,-143.6614783,2.2
554,70.132475,-143.6614783,2.6
555,70.132475,-143.6614783,2.6
556,70.132475,-143.6614783,2.8
557,70.13249333,-143.66148,2.6
558,70.13249333,-143.66148,2.2
559,70.13249333,-143.66148,2.2
560,70.13249333,-143.66148,2
561,70.13249333,-143.66148,2
562,70.13249333,-143.66148,1.4
563,70.13251167,-143.6614833,2
564,70.13251167,-143.6614833,2.2
565,70.13251167,-143.6614833,2.4
566,70.13251167,-143.6614833,2.6
567,70.13253,-143.6614867,2.2
568,70.13253,-143.6614867,2.2
569,70.13253,-143.6614867,1.2
570,70.13253,-143.6614867,1.2
571,70.13253,-143.6614867,1.2
572,70.13253,-143.6614867,1.6
573,70.13254833,-143.661485,1.6
574,70.13254833,-143.661485,1.2
575,70.13254833,-143.661485,1
576,70.13254833,-143.661485,1
577,70.13256667,-143.6614833,1.2
578,70.13256667,-143.6614833,1.4
579,70.13256667,-143.6614833,1.2
580,70.13256667,-143.6614833,1.6
581,70.13256667,-143.6614833,1.6
582,70.13256667,-143.6614833,1.8
583,70.1325875,-143.6614825,1.4
584,70.1325875,-143.6614825,2.2
585,70.1325875,-143.6614825,2.6
586,70.1325875,-143.6614825,2.6
587,70.13260833,-143.6614817,2.4
588,70.13260833,-143.6614817,2.2
589,70.13260833,-143.6614817,1.8
590,70.13260833,-143.6614817,1.4
591,70.13260833,-143.6614817,1.6
592,70.13260833,-143.6614817,1.8
593,70.13262833,-143.6614833,1.8
594,70.13262833,-143.6614833,2
595,70.13262833,-143.6614833,2.4
596,70.13262833,-143.6614833,2.2
597,70.13264833,-143.661485,1.6
598,70.13264833,-143.661485,1.6
599,70.13264833,-143.661485,2.6
600,70.13264833,-143.661485,3.4
601,70.13264833,-143.661485,3.4
602,70.13264833,-143.661485,2.6
603,70.13267083,-143.6614833,2.4
604,70.13267083,-143.6614833,3
605,70.13267083,-143.6614833,3.2
606,70.13267083,-143.6614833,3.4
607,70.13269333,-143.6614817,2.6
608,70.13271583,-143.6614875,2.4
609,70.13271583,-143.6614875,2.4
610,70.13271583,-143.6614875,2.2
611,70.13271583,-143.6614875,2
612,70.13273833,-143.6614933,1.8
613,70.13273833,-143.6614933,2.2
614,70.13273833,-143.6614933,2
615,70.13273833,-143.6614933,2
616,70.13273833,-143.6614933,1.6
617,70.13273833,-143.6614933,1.8
618,70.1327625,-143.6614942,2
619,70.1327625,-143.6614942,1.8
620,70.1327625,-143.6614942,1.4
621,70.1327625,-143.6614942,1.4
622,70.13278667,-143.661495,2
623,70.13278667,-143.661495,2.2
624,70.13278667,-143.661495,2.4
625,70.13278667,-143.661495,2.4
626,70.13278667,-143.661495,2.8
627,70.13278667,-143.661495,2.2
628,70.13281083,-143.6614925,2.4
629,70.13281083,-143.6614925,1.8
630,70.13281083,-143.6614925,1.6
631,70.13281083,-143.6614925,1.4
632,70.132835,-143.66149,1.4
633,70.132835,-143.66149,1.8
634,70.132835,-143.66149,2.8
635,70.132835,-143.66149,3.6
636,70.132835,-143.66149,2.6
637,70.132835,-143.66149,1.6
638,70.1328575,-143.6614908,0.4
639,70.1328575,-143.6614908,0.6
640,70.1328575,-143.6614908,1
641,70.1328575,-143.6614908,2
642,70.13288,-143.6614917,2.2
643,70.13288,-143.6614917,2
644,70.13288,-143.6614917,2
645,70.13288,-143.6614917,2
646,70.13288,-143.6614917,2
647,70.13288,-143.6614917,2
648,70.1329025,-143.6614875,1.8
649,70.1329025,-143.6614875,1.6
650,70.1329025,-143.6614875,2
651,70.1329025,-143.6614875,2.8
652,70.132925,-143.6614833,2.8
653,70.132925,-143.6614833,1.8
654,70.132925,-143.6614833,0.8
655,70.132925,-143.6614833,1
656,70.132925,-143.6614833,2.2
657,70.132925,-143.6614833,1.8
658,70.13294667,-143.661475,1.4
659,70.13294667,-143.661475,0.2
660,70.13294667,-143.661475,1.6
661,70.13294667,-143.661475,2.8
662,70.13296833,-143.6614667,4
663,70.13296833,-143.6614667,3.8
664,70.13296833,-143.6614667,3.2
665,70.13296833,-143.6614667,1.6
666,70.13296833,-143.6614667,0.8
667,70.13296833,-143.6614667,0.2
668,70.13299083,-143.6614733,0.6
669,70.13299083,-143.6614733,1
670,70.13299083,-143.6614733,0.2
671,70.13299083,-143.6614733,1.4
672,70.13301333,-143.66148,2.2
673,70.13301333,-143.66148,2
674,70.13301333,-143.66148,1.4
675,70.13301333,-143.66148,1.2
676,70.13301333,-143.66148,1.6
677,70.13301333,-143.66148,1.6
678,70.13303417,-143.661485,1.6
679,70.13303417,-143.661485,1.2
680,70.13303417,-143.661485,1.6
681,70.13303417,-143.661485,1.6
682,70.133055,-143.66149,2.2
683,70.133055,-143.66149,2.4
684,70.133055,-143.66149,2.6
685,70.133055,-143.66149,1.8
686,70.133055,-143.66149,1.6
687,70.133055,-143.66149,1.4
688,70.13307667,-143.6614917,1.8
689,70.13307667,-143.6614917,2
690,70.13307667,-143.6614917,1.8
691,70.13307667,-143.6614917,2
692,70.13309833,-143.6614933,2.6
693,70.13309833,-143.6614933,3.8
694,70.13309833,-143.6614933,3.8
695,70.13309833,-143.6614933,3.8
696,70.13309833,-143.6614933,3.8
697,70.13309833,-143.6614933,4.2
698,70.13312,-143.6614925,4.6
699,70.13312,-143.6614925,4.2
700,70.13312,-143.6614925,4.2
701,70.13312,-143.6614925,4
702,70.13314167,-143.6614917,4.4
703,70.13314167,-143.6614917,3.6
704,70.13314167,-143.6614917,2.6
705,70.13314167,-143.6614917,2.2
706,70.13314167,-143.6614917,2.4
707,70.13314167,-143.6614917,2.4
708,70.13316333,-143.6614867,2
709,70.13316333,-143.6614867,2
710,70.13316333,-143.6614867,2.2
711,70.13316333,-143.6614867,1.8
712,70.133185,-143.6614817,0.8
713,70.133185,-143.6614817,0.4
714,70.133185,-143.6614817,0.8
715,70.133185,-143.6614817,1.6
716,70.133185,-143.6614817,2.2
717,70.133185,-143.6614817,2.4
718,70.1332075,-143.6614808,2.8
719,70.1332075,-143.6614808,3.4
720,70.1332075,-143.6614808,3.6
721,70.1332075,-143.6614808,3.4
722,70.13323,-143.66148,2.4
723,70.13323,-143.66148,2
724,70.13323,-143.66148,2.2
725,70.13323,-143.66148,2.4
726,70.13323,-143.66148,2.6
727,70.13323,-143.66148,2.8
728,70.13325417,-143.6614933,2.8
729,70.13325417,-143.6614933,2
730,70.13325417,-143.6614933,1
731,70.13325417,-143.6614933,2
732,70.13327833,-143.6615067,3.8
733,70.13327833,-143.6615067,4.2
734,70.13327833,-143.6615067,2.4
735,70.13327833,-143.6615067,0.2
736,70.13327833,-143.6615067,0.2
737,70.13327833,-143.6615067,14
738,70.1333,-143.6615117,16.4
739,70.1333,-143.6615117,15.4
740,70.1333,-143.6615117,1.8
741,70.1333,-143.6615117,0.8
742,70.13332167,-143.6615167,0.4
743,70.13332167,-143.6615167,0.6
744,70.13332167,-143.6615167,1.4
745,70.13332167,-143.6615167,1.8
746,70.13332167,-143.6615167,1
747,70.13332167,-143.6615167,2.4
748,70.13334333,-143.6615217,0.2
749,70.13334333,-143.6615217,0.2
750,70.13334333,-143.6615217,0.6
751,70.13334333,-143.6615217,1.2
752,70.133365,-143.6615267,1.6
753,70.133365,-143.6615267,0.2
754,70.133365,-143.6615267,0.2
755,70.133365,-143.6615267,0.6
756,70.133365,-143.6615267,1.2
757,70.133365,-143.6615267,1.6
758,70.13338083,-143.661525,1
759,70.13338083,-143.661525,1.4
760,70.13338083,-143.661525,1.6
761,70.13338083,-143.661525,3
762,70.13339667,-143.6615233,1.2
763,70.13339667,-143.6615233,2.2
764,70.13339667,-143.6615233,1.4
765,70.13339667,-143.6615233,2.6
766,70.13339667,-143.6615233,2.6
767,70.13339667,-143.6615233,1.8
768,70.133405,-143.66156,1.8
769,70.133405,-143.66156,1.4
770,70.133405,-143.66156,1.2
771,70.133405,-143.66156,1.6
772,70.13341333,-143.6615967,2
773,70.13341333,-143.6615967,2.4
