,lat,lon,CH4
372,70.13338833,-143.66413500000002,3.6
373,70.13338833,-143.66413500000002,3.6
374,70.13338833,-143.66413500000002,3.4
375,70.13334333,-143.6641767,3.4
376,70.13313167,-143.66423,4.6
377,70.13313167,-143.66423,4.4
378,70.13311,-143.6642317,4.6
379,70.13311,-143.6642317,3.6
380,70.13305,-143.66416999999998,3.8
381,70.13305,-143.66416999999998,3.6
382,70.13305,-143.66416999999998,3.4
383,70.13292,-143.66415669999998,3.4
384,70.13292,-143.66415669999998,3.4
385,70.13292,-143.66415669999998,4.0
386,70.13292,-143.66415669999998,3.4
387,70.13292,-143.66415669999998,3.4
388,70.13245833,-143.66419330000002,3.8
389,70.13245833,-143.66419330000002,3.8
390,70.13245833,-143.66419330000002,3.8
391,70.13245833,-143.66419330000002,3.8
392,70.13241500000001,-143.66429499999998,3.4
393,70.13241417,-143.66432749999998,3.6
394,70.13241333,-143.66436000000002,3.6
395,70.13241333,-143.66436000000002,3.8
396,70.13241333,-143.66436000000002,3.8
397,70.13241333,-143.66436000000002,3.8
398,70.13241333,-143.66436000000002,3.8
399,70.13241917,-143.6643842,3.4
400,70.13244417,-143.66443669999998,3.8
401,70.13244417,-143.66443669999998,3.8
402,70.13244417,-143.66443669999998,3.8
403,70.13244417,-143.66443669999998,3.8
404,70.13246333,-143.66446499999998,3.8
405,70.13246333,-143.66446499999998,3.4
406,70.13248,-143.6644792,3.6
407,70.132605,-143.66451830000003,4.0
408,70.13262667,-143.66452080000002,5.0
409,70.13267167,-143.6645267,3.8
410,70.13271667,-143.6645225,4.0
411,70.13271667,-143.6645225,4.0
412,70.13271667,-143.6645225,4.0
413,70.13271667,-143.6645225,4.0
414,70.13271667,-143.6645225,3.8
415,70.13278000000001,-143.66450669999998,3.8
416,70.132825,-143.6644967,3.4
417,70.132825,-143.6644967,4.2
418,70.132825,-143.6644967,4.8
419,70.132825,-143.6644967,6.2
420,70.132825,-143.6644967,6.6
421,70.13284833,-143.66449419999998,5.6
422,70.13284833,-143.66449419999998,5.2
423,70.13284833,-143.66449419999998,4.4
424,70.13284833,-143.66449419999998,4.2
425,70.132915,-143.664495,3.6
426,70.132915,-143.664495,3.6
427,70.132915,-143.664495,3.6
428,70.132915,-143.664495,3.6
429,70.132935,-143.664495,3.8
430,70.132935,-143.664495,3.8
431,70.132935,-143.664495,3.8
432,70.132935,-143.664495,3.8
433,70.132935,-143.664495,3.6
434,70.132935,-143.664495,3.4
435,70.13295500000001,-143.664495,3.6
436,70.13300333,-143.6645117,4.2
437,70.13300333,-143.6645117,4.6
438,70.13300333,-143.6645117,5.2
439,70.13300333,-143.6645117,5.4
440,70.13300333,-143.6645117,3.6
441,70.133045,-143.6645117,4.2
442,70.133045,-143.6645117,4.2
443,70.133045,-143.6645117,5.4
444,70.133045,-143.6645117,4.4
445,70.133045,-143.6645117,4.2
446,70.133045,-143.6645117,4.2
447,70.133045,-143.6645117,3.6
448,70.133065,-143.66450830000002,3.4
449,70.133085,-143.664505,3.8
450,70.133085,-143.664505,3.6
451,70.13313167,-143.6645033,4.0
452,70.13313167,-143.6645033,4.4
453,70.13313167,-143.6645033,4.2
454,70.13313167,-143.6645033,5.2
455,70.13313167,-143.6645033,7.2
456,70.13313167,-143.6645033,8.2
457,70.13315417,-143.66449,8.4
458,70.13315417,-143.66449,7.4
459,70.13315417,-143.66449,6.4
460,70.13315417,-143.66449,4.2
461,70.13322,-143.66446169999998,3.6
462,70.13322,-143.66446169999998,3.4
463,70.13324,-143.6644558,4.6
464,70.13324,-143.6644558,4.6
465,70.13324,-143.6644558,4.6
466,70.13324,-143.6644558,4.6
467,70.13324,-143.6644558,4.6
468,70.13324,-143.6644558,4.6
469,70.13324,-143.6644558,4.6
470,70.13324,-143.6644558,4.6
471,70.13324,-143.6644558,4.6
472,70.13324,-143.6644558,4.4
473,70.13325999999999,-143.66445,3.4
474,70.13325999999999,-143.66445,3.4
475,70.13325999999999,-143.66445,3.8
476,70.13325999999999,-143.66445,3.4
477,70.13325999999999,-143.66445,3.4
478,70.13328167,-143.66445,4.4
479,70.13330333,-143.66445,4.6
480,70.13330333,-143.66445,3.4
481,70.13330333,-143.66445,3.6
482,70.13332333,-143.66443830000003,3.8
483,70.13332333,-143.66443830000003,7.4
484,70.13332333,-143.66443830000003,9.6
485,70.13332333,-143.66443830000003,9.8
486,70.13334333,-143.6644267,8.4
487,70.13334333,-143.6644267,5.4
488,70.13334333,-143.6644267,4.2
489,70.13337333,-143.664415,3.6
490,70.13337333,-143.664415,5.0
491,70.13337333,-143.664415,4.0
492,70.13337333,-143.664415,3.4
493,70.1333975,-143.6645225,3.4
494,70.1333975,-143.6645225,3.6
495,70.13340583,-143.66471330000002,3.6
496,70.1332775,-143.6647658,4.8
497,70.1332775,-143.6647658,5.4
498,70.1332775,-143.6647658,4.0
499,70.13325333,-143.6647717,3.6
500,70.13301,-143.664825,3.6
501,70.13299333,-143.664825,3.8
502,70.13296167,-143.664815,3.4
503,70.13296167,-143.664815,4.8
504,70.13294083,-143.66481169999997,4.8
505,70.13294083,-143.66481169999997,3.4
506,70.13285583,-143.66480249999998,3.8
507,70.13283333,-143.6648,4.6
508,70.13283333,-143.6648,4.4
509,70.13283333,-143.6648,3.6
510,70.13279,-143.664815,4.0
511,70.13279,-143.664815,3.8
512,70.13277333,-143.6648092,3.4
513,70.13244167,-143.6647858,3.4
514,70.1324,-143.66483,3.4
515,70.13241833,-143.665,3.4
516,70.13246,-143.6650467,3.8
517,70.13246,-143.6650467,3.8
518,70.13246,-143.6650467,4.2
519,70.13246,-143.6650467,3.8
520,70.13246,-143.6650467,3.8
521,70.13252833,-143.6650875,3.4
522,70.13255167,-143.6651017,3.4
523,70.13255167,-143.6651017,3.4
524,70.13255167,-143.6651017,3.4
525,70.13255167,-143.6651017,3.4
526,70.1325775,-143.6651158,3.4
527,70.13262417,-143.66513,3.6
528,70.13262417,-143.66513,4.2
529,70.132645,-143.66513,4.0
530,70.132645,-143.66513,3.4
531,70.13266417,-143.66512580000003,4.0
532,70.13266417,-143.66512580000003,4.0
533,70.13266417,-143.66512580000003,4.0
534,70.13266417,-143.66512580000003,4.0
535,70.13268333,-143.6651217,3.6
536,70.13270250000001,-143.665125,3.8
537,70.13272167,-143.6651283,5.4
538,70.13272167,-143.6651283,5.4
539,70.13272167,-143.6651283,5.4
540,70.13272167,-143.6651283,5.4
541,70.13272167,-143.6651283,3.8
542,70.13272167,-143.6651283,4.0
543,70.13276167,-143.6651317,3.4
544,70.13276167,-143.6651317,3.6
545,70.13276167,-143.6651317,3.8
546,70.13276167,-143.6651317,4.6
547,70.13278333,-143.6651375,5.0
548,70.13278333,-143.6651375,4.4
549,70.13278333,-143.6651375,4.0
550,70.13278333,-143.6651375,4.0
551,70.13278333,-143.6651375,4.0
552,70.13278333,-143.6651375,4.0
553,70.13285167,-143.6651517,3.4
554,70.13285167,-143.6651517,4.2
555,70.13289333,-143.6651617,3.8
556,70.13289333,-143.6651617,4.4
557,70.13289333,-143.6651617,4.2
558,70.13297,-143.665145,3.6
559,70.13297,-143.665145,3.8
560,70.13299083,-143.66513999999998,3.8
561,70.13303167,-143.66513080000001,3.8
562,70.13305167,-143.6651267,4.0
563,70.13305167,-143.6651267,3.4
564,70.13307167,-143.66512,3.8
565,70.13307167,-143.66512,3.8
566,70.13307167,-143.66512,3.8
567,70.13307167,-143.66512,3.8
568,70.13307167,-143.66512,3.6
569,70.13309167,-143.6651133,4.0
570,70.13311167,-143.6651133,4.6
571,70.13311167,-143.6651133,4.4
572,70.13311167,-143.6651133,3.6
573,70.13311167,-143.6651133,3.4
574,70.13313167,-143.6651133,4.0
575,70.13313167,-143.6651133,3.6
576,70.13322,-143.66512,5.0
577,70.13322,-143.66512,3.4
578,70.13322,-143.66512,4.0
579,70.13326167,-143.66513500000002,3.4
580,70.13326167,-143.66513500000002,3.6
581,70.13326167,-143.66513500000002,4.0
582,70.13326167,-143.66513500000002,3.8
583,70.13330167,-143.6651283,3.6
584,70.13330167,-143.6651283,3.6
585,70.13330167,-143.6651283,3.8
586,70.13330167,-143.6651283,3.6
587,70.13330167,-143.6651283,3.6
588,70.13331833,-143.66513080000001,4.4
589,70.13331833,-143.66513080000001,5.0
590,70.13331833,-143.66513080000001,5.8
591,70.13331833,-143.66513080000001,4.2
592,70.133335,-143.6651333,4.2
593,70.13336167,-143.66515669999998,3.4
594,70.13336167,-143.66515669999998,3.4
595,70.13336167,-143.66515669999998,3.4
596,70.13336167,-143.66515669999998,3.4
597,70.13337833,-143.66533169999997,3.8
598,70.13337833,-143.66533169999997,3.4
599,70.13337833,-143.66533169999997,3.6
600,70.13330167,-143.6653867,3.6
601,70.13324250000001,-143.66539419999998,3.8
602,70.13308333,-143.66542080000002,3.6
603,70.13254667,-143.6654,3.4
604,70.13252583,-143.6654,3.8
605,70.13252583,-143.6654,3.6
606,70.13252583,-143.6654,3.6
607,70.13252583,-143.6654,3.6
608,70.13252583,-143.6654,3.6
609,70.13247167,-143.6653867,3.4
610,70.13246417,-143.6654,3.4
611,70.13246417,-143.6654,3.4
612,70.13246417,-143.6654,3.4
613,70.13246417,-143.6654,3.4
614,70.13246417,-143.6654,4.2
615,70.13246417,-143.6654,4.2
616,70.13246417,-143.6654,4.2
617,70.13246417,-143.6654,4.2
618,70.13245667,-143.6654133,3.4
619,70.13255500000001,-143.66573,4.0
620,70.13255500000001,-143.66573,5.0
621,70.13256833,-143.66573169999998,7.0
622,70.13256833,-143.66573169999998,5.4
623,70.13256833,-143.66573169999998,4.4
624,70.13260333,-143.66536330000002,3.8
625,70.13260333,-143.66536330000002,3.4
626,70.13281667,-143.66438,3.8
627,70.13285083,-143.6643458,3.6
628,70.13285083,-143.6643458,5.0
629,70.132885,-143.66431169999998,3.4
630,70.13301833,-143.66419,3.4
631,70.13301833,-143.66419,4.0
632,70.13320833,-143.664045,3.4
633,70.13320833,-143.664045,3.4
634,70.13320833,-143.664045,3.8
635,70.13320833,-143.664045,4.2
636,70.13320833,-143.664045,3.4
637,70.13320833,-143.664045,3.4
638,70.13338667,-143.66388999999998,3.4
639,70.13338667,-143.66388999999998,4.2
640,70.13340667,-143.663875,4.0
641,70.13340667,-143.663875,4.0
642,70.13340667,-143.663875,4.0
643,70.13340667,-143.663875,4.0
644,70.13340667,-143.663875,4.0
645,70.13340667,-143.663875,4.0
646,70.13340667,-143.663875,4.0
647,70.13340667,-143.663875,4.0
648,70.13340667,-143.663875,4.0
649,70.13340667,-143.663875,4.6
650,70.13342667,-143.66386,4.2
651,70.13342667,-143.66386,4.8
652,70.13344583,-143.66385580000002,5.6
653,70.13344583,-143.66385580000002,4.4
654,70.13344583,-143.66385580000002,4.0
655,70.13344583,-143.66385580000002,3.6
656,70.133465,-143.6638517,4.8
657,70.133465,-143.6638517,4.2
658,70.133465,-143.6638517,3.8
659,70.13346999999999,-143.6637858,3.6
660,70.13346999999999,-143.6637858,3.8
661,70.13347917,-143.6637808,3.4
662,70.13349667,-143.6637267,4.4
663,70.13349667,-143.6637267,4.4
664,70.13349667,-143.6637267,4.4
665,70.13349667,-143.6637267,4.4
666,70.13349667,-143.6637267,4.4
667,70.13349667,-143.6637267,4.4
668,70.13349667,-143.6637267,4.4
669,70.13349667,-143.6637267,4.4
670,70.13349667,-143.6637267,4.4
671,70.13349667,-143.6637267,4.4
672,70.13349667,-143.6637267,4.4
673,70.13349667,-143.6637267,4.4
674,70.13349667,-143.6637267,4.4
675,70.13349667,-143.6637267,5.4
676,70.13349667,-143.6637267,5.4
677,70.13349667,-143.6637267,5.4
678,70.13349667,-143.6637267,5.4
679,70.13349667,-143.6637267,5.4
680,70.13349667,-143.6637267,5.4
681,70.13349667,-143.6637267,5.4
682,70.13349667,-143.6637267,5.4
683,70.13349667,-143.6637267,5.4
684,70.13349667,-143.6637267,4.0
685,70.13349667,-143.6637267,4.0
686,70.13349667,-143.6637267,4.0
687,70.13349667,-143.6637267,4.0
688,70.13349667,-143.6637267,4.0
689,70.13349667,-143.6637267,3.6
690,70.13349667,-143.6637267,3.6
691,70.13349667,-143.6637267,3.6
692,70.13349667,-143.6637267,3.6
693,70.13349667,-143.6637267,3.6
694,70.13349667,-143.6637267,3.6
695,70.13349667,-143.6637267,3.6
696,70.13349667,-143.6637267,3.6
697,70.13349667,-143.6637267,3.6
698,70.13349667,-143.6637267,3.6
699,70.13349667,-143.6637267,3.6
700,70.13349667,-143.6637267,3.6
701,70.13349667,-143.6637267,3.6
702,70.13349667,-143.6637267,3.6
703,70.13349667,-143.6637267,3.6
704,70.13349667,-143.6637267,3.6
705,70.13349667,-143.6637267,3.6
706,70.13349667,-143.6637267,3.6
707,70.13349667,-143.6637267,3.6
708,70.13349667,-143.6637267,3.6
709,70.13349667,-143.6637267,3.6
710,70.13349667,-143.6637267,3.6
711,70.13349667,-143.6637267,3.6
712,70.13349667,-143.6637267,3.6
713,70.13349667,-143.6637267,3.6
714,70.13349667,-143.6637267,3.6
715,70.13349667,-143.6637267,4.6
716,70.13349667,-143.6637267,4.6
717,70.13349667,-143.6637267,4.6
718,70.13349667,-143.6637267,4.6
719,70.13349667,-143.6637267,4.6
720,70.13349667,-143.6637267,4.6
721,70.13349667,-143.6637267,5.4
722,70.13349667,-143.6637267,5.4
723,70.13349667,-143.6637267,5.4
724,70.13349667,-143.6637267,5.4
725,70.13349667,-143.6637267,5.4
